ID,label
2093,6
2094,3
2095,6
2096,7
2097,2
2098,2
2099,0
2100,1
2101,1
2102,3
2103,4
2104,3
2105,2
2106,9
2107,1
2108,3
2109,1
2110,4
2111,0
2112,2
2113,7
2114,1
2115,1
2116,1
2117,7
2118,7
2119,6
2120,4
2121,6
2122,7
2123,1
2124,8
2125,8
2126,1
2127,3
2128,9
2129,0
2130,0
2131,9
2132,1
2133,6
2134,4
2135,0
2136,7
2137,0
2138,8
2139,6
2140,7
2141,8
2142,2
2143,4
2144,3
2145,0
2146,2
2147,8
2148,9
2149,3
2150,2
2151,6
2152,1
2153,1
2154,6
2155,0
2156,5
2157,6
2158,1
2159,0
2160,8
2161,1
2162,5
2163,4
2164,8
2165,1
2166,8
2167,2
2168,3
2169,1
2170,5
2171,2
2172,6
2173,1
2174,1
2175,0
2176,9
2177,4
2178,5
2179,4
2180,3
2181,4
2182,3
2183,9
2184,6
2185,8
2186,1
2187,9
2188,3
2189,9
2190,1
2191,4
2192,4
2193,1
2194,0
2195,2
2196,4
2197,9
2198,2
2199,1
2200,2
2201,1
2202,4
2203,0
2204,3
2205,4
2206,2
2207,4
2208,0
2209,6
2210,0
2211,9
2212,1
2213,9
2214,5
2215,2
2216,8
2217,4
2218,1
2219,6
2220,6
2221,2
2222,8
2223,6
2224,9
2225,1
2226,4
2227,9
2228,3
2229,2
2230,7
2231,6
2232,4
2233,9
2234,1
2235,4
2236,9
2237,1
2238,8
2239,5
2240,8
2241,7
2242,0
2243,0
2244,7
2245,3
2246,2
2247,7
2248,3
2249,0
2250,1
2251,9
2252,7
2253,9
2254,1
2255,3
2256,1
2257,1
2258,5
2259,8
2260,6
2261,3
2262,9
2263,0
2264,5
2265,1
2266,1
2267,0
2268,9
2269,9
2270,1
2271,6
2272,1
2273,1
2274,1
2275,0
2276,5
2277,8
2278,3
2279,3
2280,5
2281,4
2282,9
2283,7
2284,8
2285,6
2286,3
2287,3
2288,4
2289,7
2290,4
2291,0
2292,9
2293,9
2294,7
2295,3
2296,7
2297,6
2298,3
2299,5
2300,0
2301,4
2302,3
2303,9
2304,0
2305,2
2306,6
2307,9
2308,4
2309,7
2310,4
2311,4
2312,1
2313,5
2314,2
2315,7
2316,2
2317,4
2318,9
2319,3
2320,5
2321,1
2322,7
2323,5
2324,9
2325,9
2326,7
2327,7
2328,3
2329,4
2330,7
2331,3
2332,1
2333,3
2334,9
2335,8
2336,3
2337,7
2338,8
2339,6
2340,0
2341,9
2342,3
2343,8
2344,6
2345,9
2346,0
2347,7
2348,1
2349,1
2350,1
2351,2
2352,5
2353,3
2354,0
2355,0
2356,5
2357,7
2358,0
2359,7
2360,7
2361,1
2362,1
2363,4
2364,9
2365,1
2366,5
2367,6
2368,3
2369,2
2370,1
2371,9
2372,2
2373,9
2374,5
2375,8
2376,0
2377,0
2378,7
2379,7
2380,1
2381,9
2382,0
2383,6
2384,5
2385,5
2386,4
2387,6
2388,2
2389,0
2390,0
2391,0
2392,9
2393,3
2394,8
2395,7
2396,8
2397,2
2398,9
2399,8
2400,7
2401,4
2402,2
2403,9
2404,3
2405,2
2406,3
2407,4
2408,7
2409,5
2410,2
2411,8
2412,0
2413,5
2414,4
2415,4
2416,5
2417,1
2418,3
2419,2
2420,3
2421,5
2422,1
2423,7
2424,8
2425,8
2426,1
2427,1
2428,6
2429,8
2430,8
2431,2
2432,5
2433,0
2434,3
2435,7
2436,7
2437,9
2438,4
2439,8
2440,8
2441,4
2442,8
2443,2
2444,8
2445,8
2446,0
2447,4
2448,4
2449,1
2450,3
2451,9
2452,6
2453,9
2454,0
2455,7
2456,5
2457,2
2458,3
2459,0
2460,2
2461,4
2462,2
2463,1
2464,2
2465,3
2466,6
2467,9
2468,0
2469,2
2470,2
2471,0
2472,9
2473,8
2474,3
2475,7
2476,2
2477,1
2478,0
2479,2
2480,0
2481,8
2482,9
2483,7
2484,3
2485,0
2486,3
2487,1
2488,3
2489,9
2490,8
2491,8
2492,6
2493,8
2494,2
2495,8
2496,6
2497,0
2498,0
2499,7
2500,2
2501,0
2502,5
2503,9
2504,4
2505,8
2506,0
2507,0
2508,6
2509,9
2510,7
2511,8
2512,9
2513,0
2514,6
2515,6
2516,7
2517,7
2518,4
2519,9
2520,1
2521,5
2522,6
2523,3
2524,0
2525,0
2526,3
2527,4
2528,3
2529,2
2530,5
2531,6
2532,8
2533,3
2534,1
2535,7
2536,2
2537,0
2538,0
2539,9
2540,4
2541,3
2542,6
2543,5
2544,9
2545,0
2546,5
2547,4
2548,2
2549,1
2550,9
2551,6
2552,4
2553,8
2554,2
2555,8
2556,7
2557,3
2558,3
2559,6
2560,9
2561,3
2562,4
2563,3
2564,0
2565,7
2566,4
2567,6
2568,8
2569,8
2570,4
2571,8
2572,1
2573,1
2574,8
2575,0
2576,1
2577,3
2578,7
2579,3
2580,6
2581,4
2582,5
2583,8
2584,7
2585,9
2586,7
2587,5
2588,0
2589,3
2590,4
2591,9
2592,2
2593,8
2594,1
2595,7
2596,3
2597,5
2598,8
2599,1
2600,6
2601,2
2602,4
2603,6
2604,4
2605,4
2606,4
2607,1
2608,7
2609,2
2610,6
2611,0
2612,1
2613,1
2614,9
2615,5
2616,9
2617,4
2618,9
2619,8
2620,1
2621,0
2622,8
2623,3
2624,6
2625,0
2626,0
2627,1
2628,5
2629,4
2630,9
2631,2
2632,6
2633,3
2634,8
2635,5
2636,1
2637,3
2638,6
2639,7
2640,4
2641,1
2642,8
2643,8
2644,4
2645,4
2646,9
2647,4
2648,1
2649,4
2650,4
2651,7
2652,7
2653,4
2654,9
2655,7
2656,8
2657,9
2658,7
2659,0
2660,7
2661,1
2662,3
2663,0
2664,6
2665,6
2666,6
2667,8
2668,3
2669,8
2670,0
2671,3
2672,5
2673,6
2674,7
2675,4
2676,2
2677,1
2678,5
2679,1
2680,0
2681,9
2682,9
2683,1
2684,0
2685,8
2686,4
2687,1
2688,3
2689,5
2690,2
2691,0
2692,1
2693,4
2694,6
2695,7
2696,6
2697,2
2698,0
2699,1
2700,7
2701,3
2702,4
2703,7
2704,9
2705,3
2706,4
2707,8
2708,7
2709,7
2710,0
2711,6
2712,0
2713,2
2714,8
2715,5
2716,5
2717,2
2718,0
2719,7
2720,0
2721,2
2722,6
2723,3
2724,5
2725,4
2726,3
2727,2
2728,3
2729,4
2730,3
2731,7
2732,4
2733,6
2734,5
2735,6
2736,2
2737,6
2738,5
2739,2
2740,6
2741,8
2742,2
2743,1
2744,3
2745,5
2746,1
2747,2
2748,8
2749,9
2750,1
2751,3
2752,1
2753,1
2754,3
2755,5
2756,3
2757,8
2758,3
2759,0
2760,0
2761,1
2762,3
2763,5
2764,8
2765,6
2766,7
2767,1
2768,8
2769,5
2770,9
2771,6
2772,7
2773,3
2774,8
2775,6
2776,5
2777,7
2778,3
2779,4
2780,0
2781,9
2782,2
2783,7
2784,3
2785,0
2786,9
2787,4
2788,0
2789,2
2790,2
2791,2
2792,6
2793,8
2794,9
2795,7
2796,8
2797,5
2798,5
2799,9
2800,3
2801,7
2802,7
2803,7
2804,1
2805,1
2806,6
2807,0
2808,8
2809,4
2810,8
2811,5
2812,4
2813,9
2814,9
2815,2
2816,5
2817,6
2818,3
2819,8
2820,0
2821,0
2822,6
2823,5
2824,5
2825,7
2826,2
2827,9
2828,6
2829,0
2830,2
2831,0
2832,2
2833,3
2834,5
2835,7
2836,4
2837,0
2838,1
2839,9
2840,6
2841,7
2842,2
2843,9
2844,3
2845,8
2846,8
2847,1
2848,4
2849,0
2850,0
2851,9
2852,1
2853,9
2854,6
2855,4
2856,3
2857,0
2858,4
2859,3
2860,6
2861,2
2862,1
2863,3
2864,5
2865,4
2866,1
2867,5
2868,6
2869,8
2870,3
2871,7
2872,5
2873,1
2874,0
2875,2
2876,5
2877,3
2878,1
2879,0
2880,2
2881,1
2882,0
2883,3
2884,5
2885,0
2886,9
2887,3
2888,4
2889,2
2890,5
2891,8
2892,3
2893,9
2894,6
2895,2
2896,7
2897,1
2898,3
2899,6
2900,4
2901,3
2902,8
2903,9
2904,0
2905,6
2906,8
2907,8
2908,6
2909,7
2910,4
2911,6
2912,4
2913,9
2914,0
2915,4
2916,8
2917,2
2918,1
2919,3
2920,3
2921,0
2922,3
2923,2
2924,9
2925,6
2926,5
2927,4
2928,9
2929,3
2930,0
2931,5
2932,9
2933,6
2934,1
2935,3
2936,3
2937,0
2938,2
2939,9
2940,0
2941,3
2942,4
2943,7
2944,2
2945,2
2946,3
2947,5
2948,6
2949,5
2950,6
2951,7
2952,5
2953,0
2954,5
2955,5
2956,3
2957,0
2958,7
2959,0
2960,5
2961,5
2962,3
2963,0
2964,7
2965,0
2966,0
2967,9
2968,8
2969,3
2970,7
2971,9
2972,3
2973,2
2974,3
2975,5
2976,6
2977,3
2978,9
2979,5
2980,7
2981,1
2982,9
2983,8
2984,1
2985,9
2986,5
2987,7
2988,0
2989,1
2990,9
2991,9
2992,1
2993,1
2994,6
2995,3
2996,2
2997,4
